Type,Path,Relative Path,Size,Created,Modified
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/table.py,.venv/Lib/site-packages/pip/_vendor/rich/table.py,197,2025-06-13T15:35:17.110367,2025-06-12T21:51:50.596920
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/terminal_theme.py,.venv/Lib/site-packages/pip/_vendor/rich/terminal_theme.py,223,2025-06-13T15:35:17.121968,2025-06-12T21:51:50.646548
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/text.py,.venv/Lib/site-packages/pip/_vendor/rich/text.py,194,2025-06-13T15:35:17.128973,2025-06-12T21:51:50.694817
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/theme.py,.venv/Lib/site-packages/pip/_vendor/rich/theme.py,197,2025-06-13T15:35:17.136567,2025-06-12T21:51:50.744879
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/themes.py,.venv/Lib/site-packages/pip/_vendor/rich/themes.py,200,2025-06-13T15:35:17.143560,2025-06-12T21:51:50.808634
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/traceback.py,.venv/Lib/site-packages/pip/_vendor/rich/traceback.py,209,2025-06-13T15:35:17.153358,2025-06-12T21:51:50.860626
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/tree.py,.venv/Lib/site-packages/pip/_vendor/rich/tree.py,194,2025-06-13T15:35:17.159349,2025-06-12T21:51:50.923595
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_cell_widths.py,.venv/Lib/site-packages/pip/_vendor/rich/_cell_widths.py,216,2025-06-13T15:35:17.167194,2025-06-12T21:51:50.989894
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_emoji_codes.py,.venv/Lib/site-packages/pip/_vendor/rich/_emoji_codes.py,216,2025-06-13T15:35:17.173489,2025-06-12T21:51:51.049025
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_emoji_replace.py,.venv/Lib/site-packages/pip/_vendor/rich/_emoji_replace.py,222,2025-06-13T15:35:17.179489,2025-06-12T21:51:51.105447
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_export_format.py,.venv/Lib/site-packages/pip/_vendor/rich/_export_format.py,222,2025-06-13T15:35:17.191285,2025-06-12T21:51:51.174245
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_extension.py,.venv/Lib/site-packages/pip/_vendor/rich/_extension.py,211,2025-06-13T15:35:17.195280,2025-06-12T21:51:51.233043
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_fileno.py,.venv/Lib/site-packages/pip/_vendor/rich/_fileno.py,202,2025-06-13T15:35:17.199510,2025-06-12T21:51:51.290076
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_inspect.py,.venv/Lib/site-packages/pip/_vendor/rich/_inspect.py,205,2025-06-13T15:35:17.203508,2025-06-12T21:51:51.359599
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_log_render.py,.venv/Lib/site-packages/pip/_vendor/rich/_log_render.py,213,2025-06-13T15:35:17.207505,2025-06-12T21:51:51.396216
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_loop.py,.venv/Lib/site-packages/pip/_vendor/rich/_loop.py,196,2025-06-13T15:35:17.211365,2025-06-12T21:51:51.433224
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_null_file.py,.venv/Lib/site-packages/pip/_vendor/rich/_null_file.py,210,2025-06-13T15:35:17.215655,2025-06-12T21:51:51.472814
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_palettes.py,.venv/Lib/site-packages/pip/_vendor/rich/_palettes.py,208,2025-06-13T15:35:17.221601,2025-06-12T21:51:51.510393
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_pick.py,.venv/Lib/site-packages/pip/_vendor/rich/_pick.py,196,2025-06-13T15:35:17.224683,2025-06-12T21:51:51.557156
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_ratio.py,.venv/Lib/site-packages/pip/_vendor/rich/_ratio.py,199,2025-06-13T15:35:17.226685,2025-06-12T21:51:51.717510
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_spinners.py,.venv/Lib/site-packages/pip/_vendor/rich/_spinners.py,208,2025-06-13T15:35:17.231692,2025-06-12T21:51:51.882072
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_stack.py,.venv/Lib/site-packages/pip/_vendor/rich/_stack.py,199,2025-06-13T15:35:17.236007,2025-06-12T21:51:52.015662
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_timer.py,.venv/Lib/site-packages/pip/_vendor/rich/_timer.py,199,2025-06-13T15:35:17.239001,2025-06-12T21:51:52.631081
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_win32_console.py,.venv/Lib/site-packages/pip/_vendor/rich/_win32_console.py,222,2025-06-13T15:35:17.242779,2025-06-12T21:51:53.069209
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_windows.py,.venv/Lib/site-packages/pip/_vendor/rich/_windows.py,205,2025-06-13T15:35:17.245779,2025-06-12T21:51:53.117650
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_windows_renderer.py,.venv/Lib/site-packages/pip/_vendor/rich/_windows_renderer.py,231,2025-06-13T15:35:17.251186,2025-06-12T21:51:53.217846
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/_wrap.py,.venv/Lib/site-packages/pip/_vendor/rich/_wrap.py,196,2025-06-13T15:35:17.254992,2025-06-12T21:51:53.299029
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/__init__.py,.venv/Lib/site-packages/pip/_vendor/rich/__init__.py,202,2025-06-13T15:35:17.257993,2025-06-12T21:51:53.374945
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/rich/__main__.py,.venv/Lib/site-packages/pip/_vendor/rich/__main__.py,202,2025-06-13T15:35:17.261540,2025-06-12T21:51:53.597986
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/tomli/py.typed,.venv/Lib/site-packages/pip/_vendor/tomli/py.typed,32,2025-06-13T15:35:17.275397,2025-06-11T18:09:52.786667
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/tomli/_parser.py,.venv/Lib/site-packages/pip/_vendor/tomli/_parser.py,202,2025-06-13T15:35:17.279394,2025-06-12T21:51:53.697990
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/tomli/_re.py,.venv/Lib/site-packages/pip/_vendor/tomli/_re.py,190,2025-06-13T15:35:17.286592,2025-06-12T21:51:53.751110
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/tomli/_types.py,.venv/Lib/site-packages/pip/_vendor/tomli/_types.py,199,2025-06-13T15:35:17.290381,2025-06-12T21:51:53.861794
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/tomli/__init__.py,.venv/Lib/site-packages/pip/_vendor/tomli/__init__.py,202,2025-06-13T15:35:17.293383,2025-06-12T21:51:53.967594
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/truststore/py.typed,.venv/Lib/site-packages/pip/_vendor/truststore/py.typed,32,2025-06-13T15:35:17.306349,2025-06-11T18:09:43.959440
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/truststore/_api.py,.venv/Lib/site-packages/pip/_vendor/truststore/_api.py,193,2025-06-13T15:35:17.309346,2025-06-12T21:51:54.115610
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/truststore/_macos.py,.venv/Lib/site-packages/pip/_vendor/truststore/_macos.py,199,2025-06-13T15:35:17.313132,2025-06-12T21:51:54.417557
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/truststore/_openssl.py,.venv/Lib/site-packages/pip/_vendor/truststore/_openssl.py,205,2025-06-13T15:35:17.318252,2025-06-12T21:51:54.500580
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/truststore/_ssl_constants.py,.venv/Lib/site-packages/pip/_vendor/truststore/_ssl_constants.py,222,2025-06-13T15:35:17.322254,2025-06-12T21:51:54.627069
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/truststore/_windows.py,.venv/Lib/site-packages/pip/_vendor/truststore/_windows.py,205,2025-06-13T15:35:17.325251,2025-06-12T21:51:54.829216
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/truststore/__init__.py,.venv/Lib/site-packages/pip/_vendor/truststore/__init__.py,202,2025-06-13T15:35:17.329255,2025-06-12T21:51:54.882623
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/connection.py,.venv/Lib/site-packages/pip/_vendor/urllib3/connection.py,212,2025-06-13T15:35:17.345082,2025-06-12T21:51:55.091372
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/connectionpool.py,.venv/Lib/site-packages/pip/_vendor/urllib3/connectionpool.py,224,2025-06-13T15:35:17.350399,2025-06-12T21:51:55.131129
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib,,2025-06-13T15:35:17.353947,2025-06-12T21:51:56.301510
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/exceptions.py,.venv/Lib/site-packages/pip/_vendor/urllib3/exceptions.py,212,2025-06-13T15:35:17.427487,2025-06-12T21:51:56.326740
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/fields.py,.venv/Lib/site-packages/pip/_vendor/urllib3/fields.py,200,2025-06-13T15:35:17.434823,2025-06-12T21:51:56.369169
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/filepost.py,.venv/Lib/site-packages/pip/_vendor/urllib3/filepost.py,206,2025-06-13T15:35:17.439826,2025-06-12T21:51:56.426923
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/packages,.venv/Lib/site-packages/pip/_vendor/urllib3/packages,,2025-06-13T15:35:17.442827,2025-06-12T21:51:56.803440
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/poolmanager.py,.venv/Lib/site-packages/pip/_vendor/urllib3/poolmanager.py,215,2025-06-13T15:35:17.490256,2025-06-12T21:51:56.845070
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/request.py,.venv/Lib/site-packages/pip/_vendor/urllib3/request.py,203,2025-06-13T15:35:17.493256,2025-06-12T21:51:56.917117
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/response.py,.venv/Lib/site-packages/pip/_vendor/urllib3/response.py,206,2025-06-13T15:35:17.497255,2025-06-12T21:51:57.012643
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util,.venv/Lib/site-packages/pip/_vendor/urllib3/util,,2025-06-13T15:35:17.503927,2025-06-12T21:51:57.884518
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/_collections.py,.venv/Lib/site-packages/pip/_vendor/urllib3/_collections.py,217,2025-06-13T15:35:17.580528,2025-06-12T21:51:57.927174
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/_version.py,.venv/Lib/site-packages/pip/_vendor/urllib3/_version.py,205,2025-06-13T15:35:17.587105,2025-06-12T21:51:57.985107
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/__init__.py,.venv/Lib/site-packages/pip/_vendor/urllib3/__init__.py,202,2025-06-13T15:35:17.591109,2025-06-12T21:51:58.039465
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/appengine.py,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/appengine.py,209,2025-06-13T15:35:17.361952,2025-06-12T21:51:55.171677
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/ntlmpool.py,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/ntlmpool.py,206,2025-06-13T15:35:17.367636,2025-06-12T21:51:55.232216
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/pyopenssl.py,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/pyopenssl.py,209,2025-06-13T15:35:17.372839,2025-06-12T21:51:55.304293
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/securetransport.py,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/securetransport.py,227,2025-06-13T15:35:17.377841,2025-06-12T21:51:55.644877
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/socks.py,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/socks.py,197,2025-06-13T15:35:17.387792,2025-06-12T21:51:55.783071
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/_appengine_environ.py,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/_appengine_environ.py,234,2025-06-13T15:35:17.392784,2025-06-12T21:51:55.962880
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/_securetransport,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/_securetransport,,2025-06-13T15:35:17.396780,2025-06-12T21:51:56.253513
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/__init__.py,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/__init__.py,202,2025-06-13T15:35:17.422484,2025-06-12T21:51:56.285397
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/_securetransport/bindings.py,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/_securetransport/bindings.py,206,2025-06-13T15:35:17.406790,2025-06-12T21:51:56.061891
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/_securetransport/low_level.py,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/_securetransport/low_level.py,208,2025-06-13T15:35:17.410788,2025-06-12T21:51:56.129671
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/_securetransport/__init__.py,.venv/Lib/site-packages/pip/_vendor/urllib3/contrib/_securetransport/__init__.py,202,2025-06-13T15:35:17.416027,2025-06-12T21:51:56.230090
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/packages/backports,.venv/Lib/site-packages/pip/_vendor/urllib3/packages/backports,,2025-06-13T15:35:17.453511,2025-06-12T21:51:56.600746
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/packages/six.py,.venv/Lib/site-packages/pip/_vendor/urllib3/packages/six.py,191,2025-06-13T15:35:17.478575,2025-06-12T21:51:56.670803
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/packages/__init__.py,.venv/Lib/site-packages/pip/_vendor/urllib3/packages/__init__.py,202,2025-06-13T15:35:17.485260,2025-06-12T21:51:56.778316
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/packages/backports/makefile.py,.venv/Lib/site-packages/pip/_vendor/urllib3/packages/backports/makefile.py,206,2025-06-13T15:35:17.462512,2025-06-12T21:51:56.472334
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/packages/backports/weakref_finalize.py,.venv/Lib/site-packages/pip/_vendor/urllib3/packages/backports/weakref_finalize.py,229,2025-06-13T15:35:17.469583,2025-06-12T21:51:56.518470
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/packages/backports/__init__.py,.venv/Lib/site-packages/pip/_vendor/urllib3/packages/backports/__init__.py,202,2025-06-13T15:35:17.474581,2025-06-12T21:51:56.570863
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/connection.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/connection.py,212,2025-06-13T15:35:17.511924,2025-06-12T21:51:57.086561
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/proxy.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/proxy.py,197,2025-06-13T15:35:17.518703,2025-06-12T21:51:57.150875
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/queue.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/queue.py,197,2025-06-13T15:35:17.524706,2025-06-12T21:51:57.204926
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/request.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/request.py,203,2025-06-13T15:35:17.529712,2025-06-12T21:51:57.300955
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/response.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/response.py,206,2025-06-13T15:35:17.535463,2025-06-12T21:51:57.370443
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/retry.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/retry.py,197,2025-06-13T15:35:17.540469,2025-06-12T21:51:57.413421
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/ssltransport.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/ssltransport.py,218,2025-06-13T15:35:17.544463,2025-06-12T21:51:57.453032
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/ssl_.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/ssl_.py,193,2025-06-13T15:35:17.551985,2025-06-12T21:51:57.511272
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/ssl_match_hostname.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/ssl_match_hostname.py,234,2025-06-13T15:35:17.556994,2025-06-12T21:51:57.639861
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/timeout.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/timeout.py,203,2025-06-13T15:35:17.560984,2025-06-12T21:51:57.693393
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/url.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/url.py,191,2025-06-13T15:35:17.564989,2025-06-12T21:51:57.749985
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/wait.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/wait.py,194,2025-06-13T15:35:17.571531,2025-06-12T21:51:57.803085
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip/_vendor/urllib3/util/__init__.py,.venv/Lib/site-packages/pip/_vendor/urllib3/util/__init__.py,202,2025-06-13T15:35:17.576531,2025-06-12T21:51:57.865572
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip-25.0.1.dist-info/AUTHORS.txt,.venv/Lib/site-packages/pip-25.0.1.dist-info/AUTHORS.txt,35,2025-06-13T15:35:17.675236,2025-06-11T18:09:38.097369
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt,.venv/Lib/site-packages/pip-25.0.1.dist-info/entry_points.txt,40,2025-06-13T15:35:17.677236,2025-06-11T18:09:38.301657
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt,.venv/Lib/site-packages/pip-25.0.1.dist-info/LICENSE.txt,35,2025-06-13T15:35:17.680238,2025-06-11T18:09:37.932038
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip-25.0.1.dist-info/METADATA,.venv/Lib/site-packages/pip-25.0.1.dist-info/METADATA,32,2025-06-13T15:35:17.685616,2025-06-11T18:09:38.040818
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip-25.0.1.dist-info/RECORD,.venv/Lib/site-packages/pip-25.0.1.dist-info/RECORD,30,2025-06-13T15:35:17.689649,2025-06-11T18:09:38.244494
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt,.venv/Lib/site-packages/pip-25.0.1.dist-info/top_level.txt,37,2025-06-13T15:35:17.692643,2025-06-11T18:09:37.869639
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Lib/site-packages/pip-25.0.1.dist-info/WHEEL,.venv/Lib/site-packages/pip-25.0.1.dist-info/WHEEL,29,2025-06-13T15:35:17.695644,2025-06-11T18:09:38.165021
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Scripts/python.exe,.venv/Scripts/python.exe,34,2025-06-13T15:35:17.713923,2025-06-11T18:10:45.468451
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/.venv/Scripts/pythonw.exe,.venv/Scripts/pythonw.exe,35,2025-06-13T15:35:17.718927,2025-06-11T18:10:45.425658
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/ai_core/adapters,ai_core/adapters,,2025-06-13T16:41:20.762778,2025-06-13T16:41:20.762778
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/ai_core/learning_engine,ai_core/learning_engine,,2025-06-13T17:03:31.020071,2025-06-13T17:03:31.020071
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/ai_core/orchestsrator.py,ai_core/orchestsrator.py,740,2025-06-13T19:23:21.260499,2025-06-13T19:23:21.260499
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/ai_core/adapters/openai_adapter.py,ai_core/adapters/openai_adapter.py,267,2025-06-13T16:41:31.233022,2025-06-13T16:41:31.233022
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/ai_core/learning_engine/knowledge_graph.py,ai_core/learning_engine/knowledge_graph.py,1668,2025-06-13T17:26:00.752585,2025-06-13T17:26:00.752585
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/ai_core/learning_engine/training_procesor.py,ai_core/learning_engine/training_procesor.py,1350,2025-06-13T17:07:00.929306,2025-06-13T17:07:00.929306
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/config,app/config,,2025-06-13T21:45:06.122003,2025-06-13T21:45:06.122003
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/logic,app/logic,,2025-06-13T15:35:17.762754,2025-06-12T21:51:58.541034
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/main.py,app/main.py,0,2025-06-13T15:35:17.794438,2025-06-12T21:51:58.551212
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/memory,app/memory,,2025-06-13T15:35:17.798440,2025-06-12T21:51:58.607369
directory,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/systems,app/systems,,2025-06-13T15:35:17.823857,2025-06-12T21:51:58.950728
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/__init__.py,app/__init__.py,0,2025-06-13T15:35:17.843641,2025-06-12T21:51:59.021675
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/config/paths.py,app/config/paths.py,620,2025-06-13T22:03:04.056081,2025-06-13T22:03:04.056081
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/config/settings.py,app/config/settings.py,0,2025-06-13T15:35:17.756260,2025-06-12T21:51:58.349382
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/config/__init__.py,app/config/__init__.py,0,2025-06-13T15:35:17.758756,2025-06-12T21:51:58.385338
file,/mnt/c/Users/slick/OneDrive/Desktop/slick_ai_system/app/logic/ai_logic.py,app/logic/ai_logic.py,493,2025-06-13T15:35:17.771753,2025-06-12T21:51:58.434083
